PID,participant_age,adol_wb_sum,MTES_SocialMediaUse_TimeOnApp.sum.z,MTES_PhoneChecking.mean.z,MTES_PublicUpdates.mean.z,mtes_total_zscores,sas_zscore,rpi_score,rpi_zscore,yrbs_z_score_2000_3000,yrbs_z_score_1000,positiveriskfreq_mean,negativerisk_ever_mean,positiverisk_ever_mean,negativeriskfreq_mean,zuckerman.mean,bas.sum,shs_bed_school,shs_bed_school_reason,shs_bed_school_other,shs_latency_school,shs_wake_school,shs_wake_school_reason,shs_wake_school_other,shs_home_leave,shs_school_transport,shs_bed_weekend,shs_bed_weekend_reason,shs_bed_weekend_other,shs_latency_weekend,shs_wake_weekend,shs_wake_weekend_reason,shs_wake_weekend_other,shs_wake_night,shs_sleepy_day,shs_nap_school,shs_nap_weekend,shs_sleep_needed_hours,shs_sleep_needed_minutess,shs_sleep_amount,shs_sleep_opinion,shs_sleep_school_enough,shs_sleep_weekend_enough,shs_sleep_class,shs_sleep_computer,shs_sleep_study,shs_sleep_test,shs_sleep_travel,shs_sleep_perform,shs_sleep_tvmusic,shs_sleep_game,shs_sleep_car,shs_sleep_convo,shs_caffeine,shs_coffeetea,shs_alcohol,shs_drugs,shs_overslept,shs_mornclass,shs_noonclass,shs_wokeup,shs_3am,shs_noon,shs_draggedout,shs_multiple,shs_insomnia,shs_nightmare,shs_stayawake,shs_dangerous,shs_goodsleep,shs_overslept_bothered,shs_too_tired,shs_stayasleep,shs_sad,shs_hopeless,shs_nervous,shs_worrying,shs_school_start,shs_test,shs_energy,shs_body,shs_job,shs_job_when___1,shs_job_when___2,shs_job_when___3,shs_job_when___4,shs_job_hours_school,shs_job_hours_weekend,shs_job_sleep,shs_job_no_bed,shs_job_no_wake,shs_study,shs_study_when___1,shs_study_when___2,shs_study_when___3,shs_study_when___4,shs_study_school,shs_study_weekend,shs_study_sleep,shs_study_no_bed,shs_study_no_wake,shs_sports,shs_sports_when___1,shs_sports_when___2,shs_sports_when___3,shs_sports_when___4,shs_sports_school,shs_sports_weekend,shs_sports_sleep,shs_sports_no_bed,shs_sports_no_wake,shs_orgactivity,shs_orgactivity_when,shs_orgactivity_school,shs_orgactivity_weekend,shs_orgactivity_sleep,shs_orgactivity_no_bed,shs_orgactivity_no_wake,shs_grades,shs_car,shs_accident,shs_disabilities,shs_healthquality,shs_medication,shs_stayhome_sick,shs_stayhome_other,shs_tv,shs_computer,shs_phone,shs_race___1,shs_race___2,shs_race___3,shs_race___4,shs_race___5,shs_race___6,shs_race___7,shs_race_other,birth_sex,participant_age,Flanker_Z,OBJ_AvgPickups_Z,OBJ_AvgNotifs_Z,OBJ_Usage.DailyHourlyAverage.Z,SSM,overall_dprime,texi_z_score,Bar_z,DD_Indiff_Avg,ema_mood_during_use,ema_mood_use_assosciation,ema_negative_exposure,ema_avg_use,obj
2089,13,12,-0.203399931,-1.712258132,-1.179601059,-1.03175304,0.248464553,2.615384615,0.108917051,-0.801274792,NA,0.785714286,0,0.5,0,0.666666667,21,20:00,1,,2,1:00,1,,8:00,1,3:00,2,,1,9:00,5,,4,2,0,2,10,13,3,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,3,1,4,6,4,3,5,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,2,0,0,2,1,0,1,0,0,0,0,0,0,1,,2,13,0.430988348,NA,NA,NA,0,1.678140789,-0.333124656,0.697258245,572.6666667,,,,,0
2090,13,12,-0.303685611,-0.29220857,0.111188477,-0.161568568,-0.511158354,2,-1.463182372,-0.955529088,NA,0.714285714,0.142857143,0.571428571,0.142857143,0,33,11:00,7,I convinced myself to go to bed,1,18:40,2,,19:20,2,12:00,2,,1,10:00,5,,0,0,2,0,11,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,3,4,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,1,3,2,0,3,3,0,NA,NA,NA,NA,NA,NA,3,0,NA,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,2,13,-0.662598318,-0.773371726,-0.911351832,-0.522155473,-1.196848069,1.512643663,-0.073194828,-0.914329207,836.1666667,,,,,5.166666667
2091,16,2,0.89974255,0.722112545,0.111188477,0.577681191,-0.890969808,2.384615385,-0.480620232,0.639047928,NA,1.857142857,0.714285714,0.928571429,1.571428571,1,43,12:00,2,,2,6:00,2,,7:00,5,1:00,5,,2,9:00,5,,0,0,1,0,5,20,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,5,1,4,5,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,1,1,5,2,0,3,3,1,0,1,0,1,10,2,0,3,3,0,NA,NA,NA,NA,NA,NA,3,1,1,2,3,0,2,0,0,0,1,1,0,0,0,0,0,0,,2,16,-0.589656778,1.100076385,1.482078372,-0.824959284,-1.156644718,2.350429473,-1.026270862,-1.144555986,333.8333333,,,,,4.066666667
2092,13,12,1.20059959,1.127840992,1.724675396,1.351038659,-0.1313469,2.846153846,0.698454335,-1.038334894,NA,1.428571429,0.142857143,0.785714286,0.142857143,0.833333333,21,9:00,2,,2,5:45,2,,7:21,1,11:30,2,,1,7:00,5,,1,1,2,2,10,59,2,1,4,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,1,1,1,2,2,2,4,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,2,1,1,0,1,0,0,2,1,0,1,1,0,NA,NA,NA,NA,NA,NA,2,0,NA,1,3,0,2,0,1,0,1,0,1,0,0,0,0,0,,1,13,-0.368157159,0.16335233,0.897017656,1.982857879,3.237241706,NA,-0.159838104,0.236804687,618.3333333,,,,,14.26666667
2093,13,10,1.00002823,1.127840992,1.401978012,1.176615745,-0.1313469,3.153846154,1.484504047,-1.039202969,NA,2.142857143,0.428571429,0.857142857,0.857142857,1,35,10:30,5,,2,7:00,3,,7:05,2,12:07,4,,1,9:00,5,,2,4,3,3,5,59,1,1,3,4,3,3,3,3,3,1,3,0,0,1,3,1,0,0,0,2,4,3,3,3,4,4,4,0,2,2,3,0,3,3,0,0,1,2,2,2,1,5,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,3,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,2,2,0,3,2,6,0,NA,2,4,0,0,0,1,1,1,0,0,1,0,0,0,0,,1,13,0.174047609,NA,NA,-0.545095155,0.603754606,1.83359747,0.186734999,-0.914329207,25.66666667,,,,,5.083333333
2094,15,6,-0.805114011,-0.697937016,-1.179601059,-0.894217362,-0.890969808,2.846153846,0.698454335,-0.909515686,NA,1.071428571,0.142857143,0.857142857,0.142857143,0.333333333,33,22:00,7,i have come home from practice and finished eating and showering,1,5:00,2,,6:40,2,2:00,7,I have finished playing video games ,1,10:00,5,,0,1,1,1,8,0,2,1,2,3,2,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,2,0,0,0,0,0,3,0,0,0,0,0,0,2,2,2,4,5,1,0,1,1,0,6,0,0,3,3,1,0,1,1,1,12,4,0,3,3,1,1,0,1,0,15,3,0,1,3,0,NA,NA,NA,NA,NA,NA,1,0,NA,2,4,0,0,0,0,1,1,1,0,0,0,0,0,0,,1,15,-0.695272557,-0.256221987,-0.4250676,-0.081713565,-1.902594129,2.520837592,-1.112914138,2.078618918,674.3333333,,,,,6.766666667
2095,14,10,-0.805114011,-1.915122355,-0.211508907,-0.977248424,NA,2.923076923,0.894966763,-0.955288634,NA,2,0.285714286,0.928571429,0.714285714,1,24,22:00,5,,2,7:00,3,,7:45,3,1:30,4,,2,9:30,5,,1,1,1,0,9,59,2,1,3,3,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1,1,3,0,0,2,3,3,0,0,0,0,0,0,0,5,2,3,5,1,0,1,1,1,0.5,2,0,3,3,1,1,1,1,1,1,1,0,1,3,1,0,1,0,0,5,0,0,3,3,1,3,4,2.5,0,3,3,2,0,NA,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,,2,14,-0.154360394,NA,NA,NA,0,NA,-0.333124656,-1.374782765,550.5,,,,,0
2096,16,9,0.09745711,0.722112545,0.433885861,0.417818505,0.754879825,1.923076923,-1.6596948,-0.829513313,NA,1.857142857,0.571428571,0.928571429,1.142857143,0.666666667,21,23:00,3,,2,6:15,5,,6:45,2,0:00,2,,3,11:00,3,,0,1,2,1,8,0,2,1,2,3,3,3,3,1,3,0,3,0,0,0,1,1,0,0,2,3,3,2,3,3,3,4,2,0,4,1,3,2,3,2,3,2,2,3,5,2,4,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,1,1,1,12,5,1,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,2,0,0,1,3,2,1,0,2,3,0,2,0,0,1,1,1,0,0,0,0,0,0,,1,16,-0.328398515,0.573169104,0.729857451,-0.237703407,0.914291115,2.325523048,-0.073194828,0.697258245,787.3333333,,,,,6.2
2097,16,4,0.69917119,0.722112545,-0.534206291,0.295692481,-0.76436599,2.692307692,0.305429479,-0.619919838,NA,2.214285714,0.285714286,1,0.285714286,1,24,11:00,5,,1,6:00,3,,7:00,4,13:00,5,,2,11:00,2,,0,1,2,0,9,0,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,1,1,5,2,3,4,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,1,1,4,1,0,3,3,1,0,0,1,0,2,0,0,3,3,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,3,0,0,0,1,1,1,1,0,0,0,0,0,0,,2,16,-0.140627247,0.602441731,0.957803185,-0.104653247,-0.606649834,2.693242746,-0.939627586,1.387938581,537.6666667,,,,,6.683333333
2098,14,10,0.29802847,-0.697937016,0.111188477,-0.096240023,0.501672189,2.769230769,0.501941907,0.447192461,NA,2.5,0.714285714,0.928571429,1.714285714,1,19,22:00,3,,3,6:30,5,,8:00,3,23:00,5,,3,10:00,4,,3,1,3,2,9,0,3,2,1,2,1,2,2,1,2,2,3,0,0,0,1,0,1,0,3,3,1,2,0,2,3,0,1,3,3,4,3,2,3,3,2,3,3,2,5,2,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,1,2,3,1,1,2,1,0,1,1,1,2,4,0,1,3,0,NA,NA,NA,NA,NA,NA,6,0,NA,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,,1,14,NA,-1.153915874,-1.207681286,NA,0,NA,0.619951378,-1.144555986,401.6666667,,,,,0
2099,17,12,-0.403971291,-0.089344347,0.433885861,-0.019809926,-0.384554536,3,1.091479191,-0.094038181,NA,1.642857143,0.714285714,0.928571429,0.714285714,0.5,26,11:30,3,,2,6:00,2,,6:45,2,1:00,5,,2,11:00,5,,2,1,2,2,7,0,2,1,2,3,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,1,2,2,3,1,2,1,0,2,1,3,1,3,1,0,0,2,2,2,2,3,4,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,2,1,1,1,0,1,1,0,3,0,0,3,3,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,3,1,0,0,1,1,1,0,1,0,0,0,0,0,,2,17,-0.708700065,-0.451372832,-0.037559853,-0.664381505,-1.167591845,1.855957772,0.100091723,0.006577908,472.1666667,,,,,4.65
2100,15,12,-0.604542651,-0.089344347,1.401978012,0.236030338,-0.76436599,3.076923077,1.287991619,-1.038866333,NA,1.428571429,0.142857143,0.928571429,0.142857143,0.833333333,24,21:30,5,,2,6:15,2,,6:52,2,23:30,5,,2,8:30,5,,4,1,1,1,8,30,3,1,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,3,0,2,2,2,3,3,3,4,2,2,4,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,2,0,0,1,3,1,0,1,0,0,3,2,0,1,3,1,2,2,1,0,1,3,1,0,NA,2,3,0,0,0,0,1,1,1,0,0,1,0,0,0,,1,15,-0.527058931,NA,NA,NA,0,NA,-0.419767931,0.697258245,995.5,,,,,0
2101,16,13,1.20059959,-1.103665463,-1.179601059,-0.360888977,1.894314187,2.076923077,-1.266669944,-0.074470258,NA,0.785714286,0.142857143,0.5,0.142857143,0.333333333,21,21:16,1,,2,6:00,2,,7:05,2,11:00,5,,2,12:00,5,,2,1,1,3,8,30,2,1,3,4,0,1,1,0,3,0,0,0,0,0,1,2,0,0,0,2,2,2,2,3,2,4,2,0,2,0,4,0,2,1,0,0,0,0,5,2,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,1,0,2,3,0,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,1,4,0,2,3,1,0,1,0,1,0,0,0,0,0,,1,16,NA,NA,NA,NA,0,2.206766935,1.139811032,-1.374782765,999,,,,,0
2102,14,11,1.10031391,-0.089344347,-0.211508907,0.266486885,-0.257950718,3.076923077,1.287991619,-1.038770151,NA,1.285714286,0.428571429,0.785714286,0.857142857,0.5,26,22:00,3,,3,6:00,2,,7:10,2,11:00,2,,3,11:00,3,,0,1,0,1,24,60,2,1,2,4,2,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,2,1,3,3,3,2,1,0,3,0,1,0,2,3,0,0,0,3,3,1,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,1,1,0,10,2,3,1,2,1,0,1,1,0,8,3,0,3,3,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,4,0,0,0,0,1,1,1,0,0,0,0,0,1,,1,14,NA,-0.607493508,-0.751789818,-0.673557378,-0.668434756,1.784319455,-0.073194828,0.697258245,418.6666667,,,,,4.616666667
2104,14,6,2.70488479,-1.103665463,2.692767548,1.431328959,-1.39738508,3.076923077,1.287991619,-0.73739568,NA,1.428571429,0.142857143,0.785714286,0.428571429,0.166666667,23,22:00,2,,1,7:00,5,,7:45,2,23:00,2,,2,14:00,5,,0,1,0,2,11,0,2,1,4,4,0,0,0,0,2,0,3,3,0,0,1,0,0,0,2,1,0,0,0,2,1,3,0,2,1,0,4,1,1,0,0,0,1,0,3,1,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,1,3,4,0,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,5,0,0,1,2,2,0,NA,2,4,0,0,0,1,1,1,0,1,0,0,0,0,0,,1,14,-0.155305351,NA,NA,NA,0,NA,-1.632773792,1.157711802,602.1666667,,,,,0
2105,14,20,-0.704828331,0.113519876,-0.856903675,-0.482737376,-1.144177444,2.615384615,0.108917051,-0.384209046,NA,1.071428571,0,0.857142857,0,1,24,0:15,2,,1,5:45,2,,6:20,2,2:12,2,,1,9:00,3,,0,2,2,2,8,30,3,2,1,3,1,2,2,1,2,2,2,1,3,0,2,2,0,0,3,1,1,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,0,0,5,3,3,4,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,0,8,1,3,3,2,1,0,1,0,0,5,0,0,1,3,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,2,0,1,4,1,0,1,0,1,0,0,0,0,0,,1,14,0.146866993,-0.080586227,-0.212318248,-0.517567536,-2.128832644,NA,1.313097584,-1.835236323,178.3333333,,,,,5.183333333
2106,15,9,0.59888551,0.316384099,-0.534206291,0.127021106,-0.511158354,3,1.091479191,-1.037645592,NA,1.214285714,0.142857143,0.571428571,0.142857143,0.333333333,30,11:00,2,,2,7:00,3,,7:40,1,2:00,2,,2,13:00,4,,1,1,2,0,7,30,2,1,4,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,1,2,2,2,0,0,0,0,0,3,0,2,1,0,0,1,1,5,2,2,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,2,0,0,1,2,1,0,1,0,0,1,1,0,3,3,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,3,0,0,0,1,1,1,0,1,1,0,0,0,0,,2,15,0.722464323,0.03650428,0.972999567,1.918626768,1.575007495,NA,-0.24648138,0.697258245,373.6666667,,,,,14.03333333
2107,16,16,-1.707685131,-1.306529686,2.04737278,-0.322280679,-0.511158354,2.307692308,-0.67713266,4.55611674,NA,0.428571429,0.571428571,0.5,0.571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,-0.085209299,-0.783129268,-1.200083095,NA,0,NA,NA,NA,,,,,,0
2108,14,10,0.69917119,0.519248322,0.756583245,0.658334252,0.754879825,2.615384615,0.108917051,0.394107305,NA,1.071428571,0.571428571,0.642857143,1.142857143,0.5,15,22:00,2,,2,8:00,1,,8:45,1,23:00,2,,2,10:00,2,,4,0,2,2,8,45,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,4,0,0,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,0,NA,2,4,0,0,0,1,1,1,0,1,1,0,0,0,0,,1,14,NA,0.309715463,-0.804977156,0.188974691,1.675803612,NA,-2.412563274,1.387938581,199.6666667,,,,,7.75
2109,15,12,-0.905399691,-0.900801239,-1.179601059,-0.99526733,-2.157007988,2.5,-0.185851591,-0.242161057,NA,1.071428571,0,0.5,0,0.5,22,22:00,2,,3,7:00,3,,7:30,1,23:00,2,,3,11:00,4,,1,0,2,3,8,15,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,0,NA,2,4,0,0,0,1,1,1,0,1,1,0,0,0,0,,2,15,0.356185749,-1.027067824,-0.599825996,2.533410265,-0.610951714,NA,-1.89270362,1.387938581,491.8333333,,,,,16.26666667
2110,14,22,0.39831415,0.924976769,2.370070164,1.231120361,0.121860735,2.615384615,0.108917051,-0.870749118,NA,1.285714286,0.285714286,0.642857143,0.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,-0.167732602,NA,NA,NA,0,NA,NA,NA,,,,,,0
2112,15,20,0.89974255,1.736433661,0.756583245,1.130919818,1.387898915,2.307692308,-0.67713266,-0.409653092,NA,1.928571429,0.857142857,0.928571429,2,0.833333333,17,15:22,5,,2,15:55,3,,15:56,3,15:57,5,,3,15:58,4,,1,1,2,2,8,8,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,3,1,1,2,3,3,3,2,1,3,2,2,3,4,2,4,5,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,0,NA,2,2,0,0,1,1,1,1,0,1,0,0,0,0,0,,2,15,0.117042225,-0.480645459,-0.265505586,NA,0,NA,1.919600514,-2.52591666,439.8333333,,,,,0
2113,16,23,1.10031391,1.533569438,2.04737278,1.560418709,2.147521823,2.615384615,0.108917051,-0.138093477,NA,1.785714286,0.428571429,0.928571429,1,0.833333333,23,23:00,6,,3,6:00,2,,6:40,2,1:00,2,,3,11:00,5,,0,2,2,3,9,30,3,2,1,3,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,3,0,2,1,2,0,1,0,3,3,3,1,3,3,4,2,4,2,1,0,1,1,1,16,12,1,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,4,0,0,0,0,1,1,0,0,0,0,0,1,0,Liberian ,1,16,-0.419000602,NA,NA,0.505542313,4.176417533,NA,0.100091723,-0.223648871,120.8333333,,,,,11.18333333
2114,16,21,1.10031391,0.113519876,0.111188477,0.441674088,0.248464553,2.923076923,0.894966763,-0.577193217,NA,1.142857143,0.571428571,1,0.571428571,0.333333333,25,22:00,2,,2,6:00,2,,7:00,3,23:00,2,,1,8:30,5,,1,1,0,0,10,30,3,2,1,3,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,4,2,0,2,2,0,0,0,2,0,3,1,1,4,5,2,2,3,1,0,1,1,1,2,0,0,3,3,1,0,1,1,1,2,1,1,1,1,1,0,0,1,1,2,2,0,3,3,1,2,1,0,0,1,3,3,0,NA,1,3,0,0,0,1,1,1,0,1,1,0,0,0,0,,1,16,NA,0.241412668,0.501911717,1.028567079,1.709180213,NA,-0.333124656,0.697258245,,,,,,10.8
2115,15,18,0.19774279,1.330705215,0.433885861,0.654111288,0.375068371,2.384615385,-0.480620232,0.568864655,NA,0.928571429,0.428571429,0.642857143,0.714285714,0.833333333,23,22:00,5,,3,7:00,3,,7:35,3,1:00,5,,2,11:00,5,,1,2,0,0,8,0,3,2,1,2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,2,4,4,3,3,0,0,2,2,1,3,3,3,3,3,5,2,3,4,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,0,NA,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,2,15,NA,0.358503174,2.264692058,0.647768346,1.625819783,NA,-0.419767931,0.236804687,367.1666667,,,,,9.416666667
2116,16,8,0.39831415,-0.29220857,0.433885861,0.179997147,1.767710369,2.083333333,-1.250293909,-0.137952483,NA,1.928571429,0.428571429,0.857142857,1.285714286,0.333333333,17,11:00,1,,3,7:00,2,,9:00,2,1:00,2,,3,2:00,4,,1,1,1,2,8,20,3,1,4,1,2,1,3,0,1,0,0,0,0,0,1,2,0,0,0,2,2,2,3,1,2,2,2,0,2,0,4,2,2,2,0,0,2,2,6,1,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,3,0,4,0,1,0,1,0,1,0,0,0,0,0,,1,16,NA,-1.153915874,-0.455460364,4.799850916,6.703343578,NA,0.879881205,-0.45387565,244.6666667,,,,,24.5
2117,16,15,3.106027511,-0.089344347,1.724675396,1.580452853,-0.257950718,2.692307692,0.305429479,0.017111959,NA,1.857142857,0.428571429,0.785714286,1,1,30,21:00,2,,1,6:10,2,,7:15,3,1:00,7,"Organizing, doing hobbies I usually don't have time to do on school days.",1,10:00,1,,1,3,3,2,12,0,3,2,2,2,1,1,1,1,1,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,1,16,NA,-0.61725105,-0.052756235,0.188974691,1.590776339,NA,-0.073194828,0.927485023,,,,,,7.75
2118,14,7,0.19774279,-0.495072793,-1.179601059,-0.492310354,-1.144177444,2.692307692,0.305429479,-1.165775498,NA,0.642857143,0.285714286,0.642857143,0.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,14,NA,NA,NA,NA,0,NA,NA,NA,,,,,,45.18333333
2119,15,15,0.79945687,-0.495072793,2.04737278,0.783918952,0.248464553,2.769230769,0.501941907,-1.08034892,NA,1.857142857,0.428571429,1,0.857142857,1,22,23:00,2,,1,6:00,3,,6:30,2,23:59,2,,1,9:00,3,,0,1,0,0,8,0,2,1,2,3,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3,0,0,0,1,0,3,3,3,3,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,1,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,8,4,1,1,3,3,0,NA,1,2,1,0,1,0,0,1,1,0,0,0,0,0,0,,1,15,NA,-0.246464445,-0.546638658,1.019391206,1.96072831,NA,0.966524481,-1.374782765,,,,,,10.76666667
