PID,participant_age,adol_wb_sum,MTES_SocialMediaUse_TimeOnApp.sum.z,MTES_PhoneChecking.mean.z,MTES_PublicUpdates.mean.z,mtes_total_zscores,sas_zscore,rpi_score,rpi_zscore,yrbs_z_score_2000_3000,yrbs_z_score_1000,positiveriskfreq_mean,negativerisk_ever_mean,positiverisk_ever_mean,negativeriskfreq_mean,zuckerman.mean,bas.sum,shs_bed_school,shs_bed_school_reason,shs_bed_school_other,shs_latency_school,shs_wake_school,shs_wake_school_reason,shs_wake_school_other,shs_home_leave,shs_school_transport,shs_bed_weekend,shs_bed_weekend_reason,shs_bed_weekend_other,shs_latency_weekend,shs_wake_weekend,shs_wake_weekend_reason,shs_wake_weekend_other,shs_wake_night,shs_sleepy_day,shs_nap_school,shs_nap_weekend,shs_sleep_needed_hours,shs_sleep_needed_minutess,shs_sleep_amount,shs_sleep_opinion,shs_sleep_school_enough,shs_sleep_weekend_enough,shs_sleep_class,shs_sleep_computer,shs_sleep_study,shs_sleep_test,shs_sleep_travel,shs_sleep_perform,shs_sleep_tvmusic,shs_sleep_game,shs_sleep_car,shs_sleep_convo,shs_caffeine,shs_coffeetea,shs_alcohol,shs_drugs,shs_overslept,shs_mornclass,shs_noonclass,shs_wokeup,shs_3am,shs_noon,shs_draggedout,shs_multiple,shs_insomnia,shs_nightmare,shs_stayawake,shs_dangerous,shs_goodsleep,shs_overslept_bothered,shs_too_tired,shs_stayasleep,shs_sad,shs_hopeless,shs_nervous,shs_worrying,shs_school_start,shs_test,shs_energy,shs_body,shs_job,shs_job_when___1,shs_job_when___2,shs_job_when___3,shs_job_when___4,shs_job_hours_school,shs_job_hours_weekend,shs_job_sleep,shs_job_no_bed,shs_job_no_wake,shs_study,shs_study_when___1,shs_study_when___2,shs_study_when___3,shs_study_when___4,shs_study_school,shs_study_weekend,shs_study_sleep,shs_study_no_bed,shs_study_no_wake,shs_sports,shs_sports_when___1,shs_sports_when___2,shs_sports_when___3,shs_sports_when___4,shs_sports_school,shs_sports_weekend,shs_sports_sleep,shs_sports_no_bed,shs_sports_no_wake,shs_orgactivity,shs_orgactivity_when,shs_orgactivity_school,shs_orgactivity_weekend,shs_orgactivity_sleep,shs_orgactivity_no_bed,shs_orgactivity_no_wake,shs_grades,shs_car,shs_accident,shs_disabilities,shs_healthquality,shs_medication,shs_stayhome_sick,shs_stayhome_other,shs_tv,shs_computer,shs_phone,shs_race___1,shs_race___2,shs_race___3,shs_race___4,shs_race___5,shs_race___6,shs_race___7,shs_race_other,birth_sex,participant_age,Flanker_Z,OBJ_AvgPickups_Z,OBJ_AvgNotifs_Z,OBJ_Usage.DailyHourlyAverage.Z,SSM,overall_dprime,texi_z_score,Bar_z,DD_Indiff_Avg,ema_mood_during_use,ema_mood_use_assosciation,ema_negative_exposure,ema_avg_use,obj
1101,7,8,-1.406828091,-1.915122355,-1.179601059,-1.500517168,NA,2.384615385,-0.480620232,NA,0.464683205,0.928571429,0.166666667,0.642857143,0.285714286,0.833333333,30,20:00,1,,3,6:00,3,,7:00,3,8:00,1,,3,7:00,5,,4,4,0,2,10,0,2,1,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,4,4,3,0,3,3,2,1,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,0,2.5,0,1,3,3,0,NA,NA,NA,NA,NA,NA,4,0,NA,2,4,0,0,0,0,0,0,1,1,1,0,0,0,0,,1,7,NA,NA,NA,NA,0,NA,0.619951378,0.006577908,,,,,,0
1106,9,7,-1.507113771,-1.915122355,-1.179601059,-1.533945728,-1.903800352,2.923076923,0.894966763,NA,-0.006782514,0.642857143,0,0.428571429,0,0.666666667,24,9:30,2,,3,7:00,5,,8:30,2,10:30,2,,3,8:00,5,,0,0,0,0,10,59,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,3,1,0,0,1,3,0,1,0,0,0,0,1,5,2,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,3,2,1,0,1,0,1,1,1,0,2,2,1,2,1,0,0,3,3,2,0,NA,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,9,1.304512197,-1.153915874,-1.215279477,NA,0,NA,0.966524481,-1.144555986,740.6666667,,,,,0
1107,12,6,-0.805114011,-0.089344347,-0.211508907,-0.368655755,0.375068371,2.615384615,0.108917051,NA,-0.448781626,0.071428571,0,0.071428571,0,0.5,21,11:00,5,,3,5:30,6,I need to get ready for the day and make my lunch and stuff ,7:00,2,11:45,5,,2,9:30,5,,1,0,1,1,7,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,5,2,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,1,1,5,2,0,3,3,1,0,0,1,1,2,2,0,3,3,0,NA,NA,NA,NA,NA,NA,4,0,NA,2,3,0,4,0,0,1,1,1,0,0,0,0,0,0,,1,12,-0.760975303,-0.412342663,-0.934146405,-0.490039917,-0.493208678,NA,0.013448447,-0.223648871,630.3333333,,,,,5.283333333
1108,10,6,-0.303685611,-1.103665463,-0.856903675,-0.754751583,-0.384554536,2.615384615,0.108917051,NA,-0.669781181,0.5,0,0.428571429,0,0,20,22:00,1,,2,7:00,3,,8:03,3,12:00,1,,2,8:00,5,,1,1,2,0,8,30,2,1,3,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,1,0,3,0,0,0,0,0,0,0,5,1,2,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,3,0,0,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,2,3,0,4,0,1,0,1,0,1,0,0,0,0,0,,2,10,NA,-0.080586227,-0.599825996,-0.788255792,-1.924388959,1.523514501,-1.372843965,0.006577908,9.166666667,,,,,4.2
1109,9,16,-0.00282857,-0.29220857,-1.179601059,-0.491546066,1.767710369,2,-1.463182372,NA,2.35054608,0.928571429,0.285714286,0.571428571,0.285714286,0,33,22:00,1,,1,7:00,3,,8:03,3,12:00,1,,1,9:00,5,,0,0,0,0,8,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,2,2,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,5,0,0,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,3,0,4,0,1,1,1,0,1,0,0,0,0,0,,2,9,-0.492359267,-0.402585121,-0.926548214,-0.664381505,0.62661031,NA,-0.85298431,NA,335,,,,,4.65
1111,12,5,0.59888551,-0.089344347,-0.856903675,-0.115787504,-1.017573626,2.846153846,0.698454335,NA,-0.669781181,1.714285714,0,0.857142857,0,1,16,10:00,2,,2,7:00,5,,8:00,1,11:00,5,,3,6:00,5,,1,1,1,1,9,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,1,1,0,0,0,0,0,6,2,2,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,0,5,0,0,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,4,0,0,0,0,0,1,1,0,0,0,0,0,0,,2,12,-0.667328734,-1.153915874,-1.207681286,NA,0,1.154828214,-0.333124656,-0.45387565,824.6666667,,,,,0
1112,7,1,-1.707685131,-1.915122355,-1.179601059,-1.600802848,NA,2.461538462,-0.284107805,NA,1.540214376,1.785714286,0.166666667,0.785714286,0.142857143,1,17,19:30,1,,2,7:30,5,,8:30,2,20:00,1,,2,7:30,5,,0,0,0,1,11,15,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,3,3,1,0,0,1,1,5,3.5,0,1,3,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,,1,7,0.912006738,NA,NA,NA,0,NA,0.013448447,-0.684102429,96.66666667,,,,,0
1113,7,3,-1.707685131,-1.712258132,-1.179601059,-1.533181441,NA,2.384615385,-0.480620232,NA,-0.006782514,0.642857143,0,0.428571429,0,0.833333333,18,20:15,1,,2,6:30,5,,8:15,3,8:45,1,,2,7:00,5,,0,0,0,0,10,0,2,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,0,3,3,1,0,0,1,1,3,2,0,3,3,0,NA,NA,NA,NA,NA,NA,1,0,NA,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,7,0.359736368,NA,NA,NA,0,1.73929329,0.533308102,-0.45387565,357,,,,,0
1114,11,4,-1.306542411,-0.495072793,-1.179601059,-0.993738754,-0.257950718,2.769230769,0.501941907,NA,-1.332779849,1.714285714,0,0.928571429,0,0.333333333,31,,NA,,NA,,NA,,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,1,11,NA,NA,NA,NA,0,NA,-0.593054483,0.697258245,681.8333333,,,,,0
1115,7,9,-1.306542411,-1.915122355,-1.179601059,-1.467088608,-2.03040417,2.538461538,-0.087595377,NA,-1.017066197,1.285714286,0.166666667,0.571428571,0.142857143,1,20,20:00,1,,3,7:00,5,,9:00,1,22:00,2,,1,8:00,5,,2,0,1,0,11,11,2,1,4,3,1,1,0,0,2,2,2,2,0,0,2,1,0,0,0,0,0,3,0,0,1,0,3,2,3,0,4,0,0,0,1,1,3,4,6,2,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,,1,7,1.440947182,NA,NA,NA,0,NA,1.139811032,-0.914329207,497.3333333,,,,,0
1116,9,8,-1.105971051,-0.900801239,-0.534206291,-0.84699286,-0.76436599,2.769230769,0.501941907,NA,0.245788407,0.785714286,0,0.571428571,0,1,17,22:00,5,,3,6:00,3,,7:00,2,1:00,5,,3,11:00,5,,0,0,1,2,10,30,3,2,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,3,4,4,2,2,0,1,0,3,3,2,0,3,2,5,2,3,5,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,0,0,3,3,2,0,NA,2,3,0,0,4,0,1,1,0,1,0,0,0,0,0,,2,9,-1.446954777,-1.153915874,-1.207681286,NA,0,NA,0.533308102,-0.914329207,,,,,,2.5
1117,12,12,0.09745711,-0.697937016,1.724675396,0.37473183,0.881483643,2.461538462,-0.284107805,NA,1.171881783,1.214285714,0,0.714285714,0,1,21,10:00,2,,2,6:00,3,,6:45,3,12:00,5,,2,6:00,5,,1,1,0,0,8,50,2,1,3,3,0,0,1,0,2,1,0,0,3,0,1,1,0,0,0,0,0,3,2,1,2,3,2,2,3,1,3,0,2,2,0,0,1,3,4,2,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,5,1,0,2,2,1,0,1,0,0,3,1,0,2,2,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,3,0,0,0,0,1,1,0,1,1,0,0,0,0,,2,12,NA,-0.061071142,-0.523844085,1.216672477,2.400730237,NA,0.186734999,0.467031466,727.6666667,,,,,11.48333333
1118,11,5,-0.203399931,-0.900801239,0.111188477,-0.331004231,-1.650592716,3.076923077,1.287991619,NA,0.228950345,1.571428571,0,0.785714286,0,0,29,21:00,1,,1,7:30,3,,7:45,2,23:00,2,,1,8:30,5,,0,0,2,2,8,0,2,1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,5,0,0,3,3,1,0,1,0,0,3,0,0,3,3,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,3,0,0,0,1,0,1,0,1,0,0,0,0,0,,2,11,-0.399281286,NA,NA,NA,0,NA,-1.459487241,1.61816536,702.5,,,,,0
1119,12,6,-1.406828091,-1.915122355,-1.179601059,-1.500517168,NA,2.538461538,-0.087595377,NA,0.214217042,1.071428571,0.166666667,0.714285714,0.285714286,0.166666667,36,21:29,1,,2,7:30,5,,8:30,3,9:30,1,,1,8:00,5,,1,0,0,1,9,30,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,1,0,1,0,0,0,1,5,2,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,0,3,3,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,12,0.235704413,NA,NA,NA,0,NA,-0.506411207,1.848392139,,,,,,0
1120,7,9,-1.206256731,-1.915122355,-1.179601059,-1.433660048,NA,2.461538462,-0.284107805,NA,-0.006782514,0.642857143,0,0.428571429,0,0.166666667,39,20:30,1,,1,7:30,5,,8:30,3,21:00,1,,1,7:30,5,,1,1,1,1,11,0,2,1,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,3,1,1,1,0,0,0,1,5,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,7,NA,NA,NA,NA,0,NA,-1.286200689,1.157711802,,,,,,
1121,9,16,-1.306542411,-1.915122355,-1.179601059,-1.467088608,NA,2.461538462,-0.284107805,NA,-0.22778207,0.714285714,0.5,0.571428571,0.714285714,0.5,24,21:00,1,,2,7:00,5,,8:30,3,21:00,1,,2,7:30,5,,1,1,1,1,10,30,2,1,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,1,0,1,1,0,0,1,5,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,,2,9,1.327166279,NA,NA,NA,0,NA,0.966524481,-1.835236323,,,,,,0
1122,8,7,-0.504256971,-1.712258132,-1.179601059,-1.13203872,NA,2.923076923,0.894966763,NA,0.214217042,0.142857143,0,0.142857143,0,0.666666667,20,19:11,1,,1,19:13,3,,19:14,3,19:14,2,,1,19:14,3,,0,0,0,0,8,5,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,0,3,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,0,NA,1,4,0,0,0,1,1,0,0,1,0,0,0,0,0,,2,8,NA,NA,NA,NA,0,NA,-1.979346895,NA,195.1666667,,,,,0
1124,12,7,-1.607399451,-1.915122355,-1.179601059,-1.567374288,NA,2.538461538,-0.087595377,NA,-0.006782514,1.071428571,0.5,0.642857143,0.714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0.383577856,NA,NA,NA,0,NA,NA,-0.45387565,419.8333333,,,,,0
1125,12,14,0.39831415,0.519248322,1.724675396,0.880745956,-0.004743083,2.692307692,0.305429479,NA,-1.111780293,2.214285714,0,0.857142857,0,0.333333333,31,9:30,2,,1,7:00,3,,7:30,3,11:30,2,,1,6:00,5,,2,1,2,2,8,50,3,1,3,3,2,1,1,1,0,0,0,0,0,0,1,0,0,0,3,2,2,2,0,1,3,2,1,0,3,0,3,3,3,2,0,0,2,2,4,2,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,0,NA,2,3,0,0,0,1,0,1,0,0,1,0,0,0,0,,1,12,NA,-0.041556058,1.12496339,1.450657241,2.288487107,NA,0.013448447,-0.223648871,715.5,,,,,12.33333333
1126,11,4,-0.403971291,-0.089344347,0.111188477,-0.12737572,-0.257950718,2.923076923,0.894966763,NA,-0.669781181,0.714285714,0,0.642857143,0,0.666666667,20,22:00,1,,1,8:30,5,,9:00,3,23:00,1,,1,9:00,4,,1,0,1,1,10,0,2,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,3,3,6,2,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,1,0,10,3,0,3,3,1,0,0,1,0,3,0,0,3,3,0,NA,NA,NA,NA,NA,NA,2,0,NA,1,3,0,0,0,1,1,1,0,1,1,0,0,0,0,,2,11,NA,0.124322161,-0.485853129,0.877165173,0.521254033,NA,1.746313963,-0.914329207,,,,,,10.25
1127,12,10,-0.403971291,-0.900801239,-0.856903675,-0.720558735,-0.384554536,2.846153846,0.698454335,NA,-0.006782514,0.857142857,0.166666667,0.5,0.285714286,0.5,34,8:00,1,,3,8:00,3,,8:00,1,10:30,1,,3,8:00,5,,2,2,1,0,8,59,2,2,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,1,1,3,0,2,0,3,0,2,3,0,2,0,0,5,1,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,3,2,2,0,2,2,2,0,NA,2,3,0,2,3,1,0,1,0,1,0,0,0,0,0,,1,12,-0.293709819,-0.646523677,-1.017726508,1.134089619,-0.019267595,NA,0.100091723,-0.45387565,506,,,,,
1128,10,14,-1.707685131,-1.915122355,-1.179601059,-1.600802848,-0.257950718,1.923076923,-1.6596948,NA,-0.669781181,0.571428571,0.5,0.285714286,0.428571429,0.5,25,21:00,1,,3,6:30,3,,7:00,3,22:00,1,,2,12:00,3,,1,1,2,2,10,0,3,2,2,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,2,2,3,6,3,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,4,0,NA,1,3,1,0,0,1,0,0,0,1,1,0,0,0,0,,1,10,NA,NA,NA,NA,0,NA,1.39974086,-0.684102429,780,,,,,0
1129,10,17,-1.206256731,-0.29220857,-1.179601059,-0.892688787,1.641106551,2.692307692,0.305429479,NA,-1.111780293,0.142857143,0.5,0.142857143,0.571428571,0.5,19,23:00,5,,1,7:00,3,,8:00,2,23:00,5,,1,12:00,3,,0,0,1,2,7,7,3,2,2,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,3,1,3,4,0,0,0,2,3,4,3,0,3,3,0,2,6,2,3,5,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,5,0,3,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,0,NA,2,3,0,1,3,0,1,0,0,1,0,0,0,0,0,,2,10,NA,-1.153915874,-1.207681286,NA,0,NA,NA,-1.144555986,,,,,,0
2001,15,8,1.10031391,1.127840992,0.756583245,0.994912715,-0.004743083,2.666666667,0.239925337,-3.215494452,NA,1.714285714,0.571428571,1,1,0.666666667,25,22:00,2,,1,6:00,2,,6:40,2,1:00,2,,1,12:00,5,,0,1,2,2,7,30,2,1,2,3,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,3,4,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,3,0,0,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,2,0,0,3,3,2,0,NA,2,2,0,0,0,1,0,1,0,1,1,0,0,0,0,no,1,15,0.164446695,0.836622745,1.679631342,0.808346125,1.659638963,-0.218907504,-0.159838104,0.006577908,112,3.90909091,-0.2730351,0.44,18.6363636,10
2003,17,4,-0.403971291,-0.697937016,0.756583245,-0.115108354,-1.39738508,2.692307692,0.305429479,-1.042716885,NA,1.428571429,0,0.714285714,0,0.833333333,16,21:00,2,,1,7:00,5,,7:30,3,1:00,7,It's when I get home from school (I attend a pre-college program in NYC).,1,4:00,3,,0,0,0,0,8,8,2,1,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,1,1,10,5,0,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,3,2,12,0,3,3,4,0,NA,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,2,17,-0.373562901,-0.968522571,-0.835369921,3.56110805,2.040742932,0.161328679,-1.719417068,1.61816536,209.5,3.5625,-0.1901173,0.36,25,20
2005,17,12,0.09745711,0.924976769,-0.211508907,0.270308324,-1.144177444,2.538461538,-0.087595377,-0.959616809,NA,1.857142857,0.285714286,0.928571429,0.285714286,0.5,27,0:00,2,,3,6:15,3,,6:50,5,0:00,2,,3,12:00,5,,4,0,1,1,5,0,2,1,3,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,3,3,1,4,0,1,0,3,0,1,3,4,4,4,4,3,2,2,4,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,1,0,1,0,0,3,3,1,1,0,0,0,3,0,0,3,3,1,1,7,0,0,3,3,1,1,0,1,3,0,0,1,0,1,1,1,0,0,0,0,0,0,European / Jewish (Middle East),2,17,-0.39937243,NA,NA,-0.719436744,-1.59471631,-0.722786965,0.186734999,-0.223648871,390.6666667,3,NA,0.08,7,4.45
2006,13,1,-1.206256731,0.113519876,-0.534206291,-0.542314382,-1.523988898,2.923076923,0.894966763,-1.043386871,NA,1.428571429,0,0.857142857,0,0.5,23,21:30,1,,1,6:15,2,,7:23,2,22:00,1,,1,8:00,1,,0,0,0,1,9,0,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,4,2,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,0,3,3,1,0,1,0,1,3,2,0,3,2,1,1,4,2,0,3,3,1,0,NA,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,Indian,2,13,0.027869785,-0.558705797,-0.956940979,-1.669139608,-3.721294162,-0.82620198,-2.152633447,2.078618918,977.8333333,4.21768707,NA,0.28,10.4285714,1
2007,17,7,-0.10311425,0.519248322,0.756583245,0.390905772,-1.903800352,2.923076923,0.894966763,0.389360521,NA,1.357142857,0.571428571,0.857142857,1.142857143,0.5,24,12:44,6,,2,18:30,2,,19:20,1,12:00,6,,3,21:00,5,,4,0,0,0,3,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,1,0,3,0,0,0,1,0,0,3,2,0,0,2,3,2,3,4,1,0,1,1,1,39,12,0,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,12,0,0,3,3,0,NA,NA,NA,NA,NA,NA,4,0,NA,1,3,0,0,0,0,1,1,0,1,0,0,0,0,0,N/A,2,17,-0.166613402,-0.148889022,0.783044789,NA,0,-1.458621022,-0.593054483,0.927485023,490.8333333,5,NA,0.4,69.7,0
2009,13,8,-1.005685371,-0.697937016,-1.179601059,-0.961074482,-1.270781262,2.7,0.325080722,-0.999514558,NA,0.5,0,0.5,0,0.666666667,30,21:30,2,,2,6:30,2,,7:30,3,1:30,2,,1,11:00,5,,0,1,0,0,8,0,2,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,3,0,0,1,0,0,0,0,3,2,1,5,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,2,3,0,0,0,0,1,1,1,0,0,0,0,0,0,White American,2,13,NA,NA,NA,NA,0,2.249889339,-0.679697759,0.467031466,357,4.66666667,-0.9819805,0.12,32,0
2011,15,12,0.59888551,0.316384099,-0.211508907,0.234586901,0.375068371,3.076923077,1.287991619,-0.372601189,NA,1.571428571,0.428571429,0.928571429,1,0.333333333,23,23:00,5,,2,5:40,2,,7:15,3,1:30,5,,2,11:00,5,,0,1,2,0,10,0,3,2,0,3,3,0,0,0,0,0,3,0,0,0,2,2,0,0,1,0,1,0,0,2,3,1,0,0,1,0,2,2,0,1,2,2,3,3,3,3,3,4,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,1,3,1,0,3,3,1,0,1,1,1,1,1,0,3,3,1,2,1,0,0,3,3,2,0,NA,2,4,0,0,0,1,1,1,0,1,1,0,1,0,0,N/A,1,15,0.102891719,NA,NA,0.533069932,1.089266675,2.177592693,1.139811032,0.236804687,738,,,,,9
